,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
336,511njbt,Special event on Ben Franklin Bridge both directions New Jersey Side (Camden) to Pennsylvania Side (Philadelphia) all lanes closed DUE TO THE NORCROSS RUN.. https://511nj.org/event/ORI214760307?194 …,2019-11-03 13:02:57+00:00,Special event on Ben Franklin Bridge both directions New Jersey Side (Camden) to Pennsylvania Side (Philadelphia) all lanes closed DUE TO THE NORCROSS RUN.. https://511nj.org/event/ORI214760307?194 …,"Ben Franklin Bridge, New Jersey Side",,,both directions,,all lanes,,Camden
337,511njbt,Special event on Ben Franklin Bridge both directions New Jersey Side (Camden) to Pennsylvania Side (Philadelphia) all lanes closed DUE TO THE NORCROSS RUN.. https://511nj.org/event/ORI214760307?907 …,2019-11-03 12:57:56+00:00,Special event on Ben Franklin Bridge both directions New Jersey Side (Camden) to Pennsylvania Side (Philadelphia) all lanes closed DUE TO THE NORCROSS RUN.. https://511nj.org/event/ORI214760307?907 …,"Ben Franklin Bridge, New Jersey Side",,,both directions,,all lanes,,Camden
338,DRPA_PAandNJ,"The #BenFranklinBridge will be closed this morning from 7:45a-9:30a for the annual Cooper Norcross Run the Bridge charity event benefiting the Larc School, a non-profit special education school in Bellmawr, NJ, serving students with moderate to severe disabilities.pic.twitter.com/fb4DBWuIvC",2019-11-03 12:00:44+00:00,"The #BenFranklinBridge will be closed this morning from 7:45a-9:30a for the annual Cooper Norcross Run the Bridge charity event benefiting the Larc School, a non-profit special education school in Bellmawr, NJ, serving students with moderate to severe disabilities.pic.twitter.com/fb4DBWuIvC",,,,,,,,"School, Bellmawr"
339,511nji295,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214753901?963 …",2019-11-03 11:01:57+00:00,"Construction, construction on Interstate 295 northbound from Exit 73 - Scotch Road (Hopewell Township ) to Delaware River/Scudder Falls Bridge (Ewing Township ) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214753901?963 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,northbound,,1 lane,from,"Hopewell Township, Ewing Township"
340,511njgsp,"Long term road construction, longterm construction on Garden State Parkway both directions at Forked River Service Area (Lacey Twp) Service Area is closed - No Services Available until further notice - Northbound motorists use Atlantic https://511nj.org/event/ORI210541901?444 …",2019-11-03 09:48:57+00:00,"Long term road construction, longterm construction on Garden State Parkway both directions at Forked River Service Area (Lacey Township ) Service Area is closed - No Services Available until further notice - Northbound motorists use Atlantic https://511nj.org/event/ORI210541901?444 …",Garden State Parkway,Forked River Service Area,Area is closed - No Services Available,both directions,,,,Lacey Township
341,511njtpk,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Twp) will be closed until futher notice. No services will be available during renovation https://511nj.org/event/ORI210448901?75 …",2019-11-03 09:48:56+00:00,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Township ) will be closed until futher notice. No services will be available during renovation https://511nj.org/event/ORI210448901?75 …",New Jersey Turnpike,,,Richard Stockton,,will be,Area (,Hamilton Township
342,511nji295,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Twp) will be closed until futher notice. No services will be available during renovation https://511nj.org/event/ORI210448901?75 …",2019-11-03 09:48:56+00:00,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Township ) will be closed until futher notice. No services will be available during renovation https://511nj.org/event/ORI210448901?75 …",New Jersey Turnpike,,,Richard Stockton,,will be,Area (,Hamilton Township
343,511njtpk,"Long term road construction, longterm construction on New Jersey Turnpike both directions Vince Lombardi Service Area (Ridgefield) The service area does not close. It will continue to offer truck parking, restrooms, limited food truck https://511nj.org/event/ORI210388701?914 …",2019-11-03 09:47:56+00:00,"Long term road construction, longterm construction on New Jersey Turnpike both directions Vince Lombardi Service Area (Ridgefield) The service area does not close. It will continue to offer truck parking, restrooms, limited food truck https://511nj.org/event/ORI210388701?914 …",New Jersey Turnpike,Vince Lombardi Service Area,,both directions,,,,Ridgefield
344,511njgsp,"Roadwork, roadwork on Garden State Parkway outer roadway northbound between North of Exit 116 - PNC Arts Center (Holmdel Twp) and South of Exit 117 - NJ 36 (Hazlet Twp) right lane closed until 5:00 A.M. Monday. https://511nj.org/event/ORI214706301?228 …",2019-11-03 06:10:56+00:00,"Roadwork, roadwork on Garden State Parkway outer roadway northbound between North of Exit 116 - PNC Arts Center (Holmdel Township ) and South of Exit 117 - NJ 36 (Hazlet Township ) right lane closed until 5:00 A.M. Monday. https://511nj.org/event/ORI214706301?228 …",Garden State Parkway,,Exit 117 - NJ 36,northbound,,right lane,between North of,Hazlet Township
345,511njbt,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) until 10:00 A.M. 3 right lanes closed, also ramp from Henry Hudson Parkway to https://511nj.org/event/ORI214752407?919 …",2019-11-03 03:42:57+00:00,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) until 10:00 A.M. 3 right lanes closed, also ramp from Henry Hudson Parkway to https://511nj.org/event/ORI214752407?919 …","George Washington Bridge, Upper Level, Henry Hudson Parkway",,,westbound,,right lanes,,"New York, Manhattan"
346,511njbt,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to Lower Trans Manhattan Expressway (Manhattan) all lanes closed and detoured until 10:00 A.M. https://511nj.org/event/ORI214752107?804 …",2019-11-03 03:36:56+00:00,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to Lower Trans Manhattan Expressway (Manhattan) all lanes closed and detoured until 10:00 A.M. https://511nj.org/event/ORI214752107?804 …","George Washington Bridge, Side/Lower Level",Lower Trans Manhattan Expressway,,,,all lanes,"New Jersey, to","Fort Lee, Manhattan"
347,511njbt,Construction on George Washington Bridge upper level westbound ramp from Henry Hudson Parkway (Manhattan) all lanes closed until 10:00 A.M. https://511nj.org/event/ORI214751907?482 …,2019-11-03 03:35:57+00:00,Construction on George Washington Bridge upper level westbound ramp from Henry Hudson Parkway (Manhattan) all lanes closed until 10:00 A.M. https://511nj.org/event/ORI214751907?482 …,George Washington Bridge upper level,Henry Hudson Parkway,,westbound,,"ramp, all lanes",,Manhattan
348,511njbt,"Construction, bridge construction on George Washington Bridge upper level westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 10:00 A.M. https://511nj.org/event/ORI214751707?339 …",2019-11-03 03:32:56+00:00,"Construction, bridge construction on George Washington Bridge upper level westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 10:00 A.M. https://511nj.org/event/ORI214751707?339 …","George Washington Bridge upper level, Manhattan Expressway",,,westbound,,right lane,"Upper, Trans",Manhattan
349,511njbt,"Construction, bridge construction on George Washington Bridge upper level westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 11:59 P.M. https://511nj.org/event/ORI214751707?137 …",2019-11-03 03:30:56+00:00,"Construction, bridge construction on George Washington Bridge upper level westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 11:59 P.M. https://511nj.org/event/ORI214751707?137 …","George Washington Bridge upper level, Manhattan Expressway",,,westbound,,right lane,"Upper, Trans",Manhattan
350,511njbt,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to New York Side/Lower Level (Manhattan) all lanes closed and detoured until 10:00 A.M. https://511nj.org/event/ORI214751507?251 …",2019-11-03 03:17:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to New York Side/Lower Level (Manhattan) all lanes closed and detoured until 10:00 A.M. https://511nj.org/event/ORI214751507?251 …","George Washington Bridge, Side/Lower Level, Lower Level",,,,,all lanes,New Jersey,"Fort Lee, New York, Manhattan"
351,511njbt,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) until 10:00 A.M. all lanes closed and detoured, also left lane closed on ramp from Henry Hudson Parkway to eastbou https://511nj.org/event/ORI214751007?163 …",2019-11-03 02:43:56+00:00,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) until 10:00 A.M. all lanes closed and detoured, also left lane closed on ramp from Henry Hudson Parkway to eastbou https://511nj.org/event/ORI214751007?163 …","George Washington Bridge, Manhattan Expressway",,,,,,"Lower, Trans",Manhattan
352,511njbt,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Twp) to New York Side - South Tube (Manhattan) all lanes closed and detoured from 11:00 P.M. until 9:00 A.M. https://511nj.org/event/ORI214750907?177 …",2019-11-03 02:42:57+00:00,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Township ) to New York Side - South Tube (Manhattan) all lanes closed and detoured from 11:00 P.M. until 9:00 A.M. https://511nj.org/event/ORI214750907?177 …",Lincoln Tunnel,New York Side - South Tube,,,,all lanes,,"New Jersey Side - South Tube, Weehawken Township, Manhattan"
353,511nji295,"Construction, construction on NJ 175 both directions between West Upper Ferry Rd (Ewing Twp) and NJ 29 (Ewing Twp) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214748301?14 …",2019-11-03 02:00:57+00:00,"Construction, construction on NJ 175 both directions between West Upper Ferry Road (Ewing Township ) and NJ 29 (Ewing Township ) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214748301?14 …","NJ 175, NJ 29",West Upper Ferry Road,,both directions,,all lanes,between,"Ewing Township, Ewing Township"
354,511nji295,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214748201?174 …",2019-11-03 02:00:56+00:00,"Construction, construction on Interstate 295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Township ) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214748201?174 …",Interstate 295,,southbound Exit 76 - NJ 29,northbound,,"ramp, exit ramp",,Ewing Township
355,511nji287,Pothole repairs on I-287 northbound North of Exit 39 - NJ 10 (Hanover Twp) 3 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?25 …,2019-11-03 00:46:56+00:00,Pothole repairs on Interstate 287 northbound North of Exit 39 - NJ 10 (Hanover Township ) 3 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?25 …,Interstate 287,,Exit 39 - NJ 10,northbound,,"3 right lanes, 4 lanes",North of,Hanover Township
356,511nji287,Pothole repairs on I-287 northbound North of Exit 39 - NJ 10 (Hanover Twp) 3 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?737 …,2019-11-03 00:41:56+00:00,Pothole repairs on Interstate 287 northbound North of Exit 39 - NJ 10 (Hanover Township ) 3 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?737 …,Interstate 287,,Exit 39 - NJ 10,northbound,,"3 right lanes, 4 lanes",North of,Hanover Township
357,511nji287,Pothole repairs on I-287 northbound North of Exit 39 - NJ 10 (Hanover Twp) 2 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?312 …,2019-11-02 22:27:56+00:00,Pothole repairs on Interstate 287 northbound North of Exit 39 - NJ 10 (Hanover Township ) 2 right lanes of 4 lanes closed for repairs 5-10 minute delay https://511nj.org/event/ORI214738301?312 …,Interstate 287,,Exit 39 - NJ 10,northbound,,"2 right lanes, 4 lanes",North of,Hanover Township
358,511nji287,Pothole repairs on I-287 northbound North of Exit 39 - NJ 10 (Hanover Twp) 2 right lanes of 4 lanes closed for repairs https://511nj.org/event/ORI214738301?706 …,2019-11-02 22:26:56+00:00,Pothole repairs on Interstate 287 northbound North of Exit 39 - NJ 10 (Hanover Township ) 2 right lanes of 4 lanes closed for repairs https://511nj.org/event/ORI214738301?706 …,Interstate 287,,Exit 39 - NJ 10,northbound,,"2 right lanes, 4 lanes",North of,Hanover Township
359,511nji295,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 6:00 A.M. use caution https://511nj.org/event/ORI214744101?611 …",2019-11-02 22:01:57+00:00,"Construction, construction on Interstate 295 northbound from Exit 73 - Scotch Road (Hopewell Township ) to Delaware River/Scudder Falls Bridge (Ewing Township ) 1 lane closed until 6:00 A.M. use caution https://511nj.org/event/ORI214744101?611 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,northbound,,1 lane,from,"Hopewell Township, Ewing Township"
360,511nji287,Pothole repairs on I-287 northbound North of Exit 39 - NJ 10 (Hanover Twp) 2 right lanes of 4 lanes closed for repairs https://511nj.org/event/ORI214738301?675 …,2019-11-02 20:46:56+00:00,Pothole repairs on Interstate 287 northbound North of Exit 39 - NJ 10 (Hanover Township ) 2 right lanes of 4 lanes closed for repairs https://511nj.org/event/ORI214738301?675 …,Interstate 287,,Exit 39 - NJ 10,northbound,,"2 right lanes, 4 lanes",North of,Hanover Township
